894308 85.287857 0.261161 0.008073
885365 84.434986 0.245271 0.007924
876422 83.582115 0.247992 0.007853
867479 82.729244 0.242245 0.007774
858536 81.876373 0.249368 0.007858
849593 81.023502 0.240215 0.007588
840650 80.170631 0.244947 0.007759
831707 79.317760 0.243479 0.007726
822764 78.464890 0.244271 0.007880
813821 77.612019 0.240011 0.007705
804878 76.759148 0.239953 0.007634
795935 75.906277 0.239253 0.007648
786992 75.053406 0.241096 0.007680
778049 74.200535 0.240625 0.007650
769106 73.347664 0.240133 0.007723
760163 72.494793 0.241143 0.007681
751220 71.641922 0.237550 0.007627
742277 70.789051 0.238432 0.007618
733334 69.936180 0.239446 0.007694
724391 69.083309 0.239814 0.007599
715448 68.230438 0.237820 0.007694
706505 67.377567 0.240068 0.007584
697562 66.524696 0.237271 0.007737
688619 65.671825 0.242871 0.007743
679676 64.818954 0.237641 0.008115
670733 63.966084 0.238798 0.008243
661790 63.113213 0.237402 0.008277
652847 62.260342 0.237992 0.007519
643904 61.407471 0.238524 0.007505
634961 60.554600 0.238181 0.007460
626018 59.701729 0.236956 0.007396
617075 58.848858 0.236508 0.007428
608132 57.995987 0.236835 0.007506
599189 57.143116 0.238473 0.007401
590246 56.290245 0.235881 0.007526
581303 55.437374 0.252000 0.008798
572360 54.584503 0.283485 0.010668
563417 53.731632 0.286742 0.007547
554474 52.878761 0.242018 0.007684
545531 52.025890 0.256494 0.007796
536588 51.173019 0.242406 0.007560
527645 50.320148 0.240157 0.007574
518702 49.467278 0.241900 0.007555
509759 48.614407 0.240555 0.007633
500816 47.761536 0.240332 0.007708
491873 46.908665 0.245769 0.007676
482930 46.055794 0.243545 0.007729
473987 45.202923 0.243205 0.008189
465044 44.350052 0.244655 0.008241
456101 43.497181 0.243691 0.008692
447158 42.644310 0.262332 0.007320
438215 41.791439 0.262537 0.007198
429272 40.938568 0.257835 0.006960
420329 40.085697 0.261314 0.006904
411386 39.232826 0.256897 0.006890
402443 38.379955 0.251666 0.006776
393500 37.527084 0.252880 0.006892
384557 36.674213 0.250178 0.007053
375614 35.821342 0.256404 0.006817
366671 34.968472 0.249335 0.006952
357728 34.115601 0.247375 0.006953
348785 33.262730 0.247767 0.006985
339842 32.409859 0.244723 0.006913
330899 31.556988 0.245912 0.006657
321956 30.704117 0.244602 0.007254
313013 29.851246 0.247747 0.006677
304070 28.998375 0.245128 0.007676
295127 28.145504 0.243119 0.006702
286184 27.292633 0.242901 0.006800
277241 26.439762 0.245971 0.006839
268298 25.586891 0.246481 0.006847
259355 24.734020 0.249076 0.006938
250412 23.881149 0.244745 0.006923
241469 23.028278 0.252460 0.007108
232526 22.175407 0.247953 0.007156
223583 21.322536 0.269211 0.006350
214640 20.469666 0.261870 0.006263
205697 19.616795 0.265050 0.006471
196754 18.763924 0.256669 0.006389
187811 17.911053 0.257675 0.006403
178868 17.058182 0.251793 0.006422
169925 16.205311 0.254421 0.006383
160982 15.352440 0.246832 0.006328
152039 14.499569 0.254755 0.006516
143096 13.646698 0.249369 0.006485
134153 12.793827 0.250463 0.006530
125210 11.940956 0.249635 0.006695
116267 11.088085 0.255280 0.006939
107324 10.235214 0.264222 0.006075
98381 9.382343 0.262457 0.005993
89438 8.529472 0.252438 0.006131
80495 7.676601 0.254637 0.006184
71552 6.823730 0.248420 0.006337
62609 5.970860 0.252935 0.006754
53666 5.117989 0.266044 0.005997
44723 4.265118 0.259296 0.006116
35780 3.412247 0.250608 0.006339
26837 2.559376 0.281414 0.005942
17894 1.706505 0.251705 0.006269
8951 0.853634 0.255113 0.006332
8 0.000763 0.253298 0.006527
